id,category,code,name,evidence_type,source,api_endpoint,description,expected_frequency,is_required_evidence,created_at,updated_at,domain,required_fields,domain_id
c618e60f-84fd-463c-8617-005843ef02f5,SECURITY_VULN_MGMT,EV-108,Web Application Firewall Configuration Records — Security,Required,security_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""configuration_id"": """", ""waf_id"": """", ""waf_name"": """", ""protected_endpoint"": """", ""environment"": """", ""waf_enabled"": true, ""ruleset_name"": """", ""owasp_protection_enabled"": true, ""custom_rules_configured"": true, ""blocking_mode_enabled"": true, ""rate_limiting_enabled"": true, ""configuration_status"": """", ""last_updated_time"": """", ""last_verified_time"": """", ""owner"": """"}",cd545de5-0565-447b-89ef-f137d2267a70
c64f3141-a927-40a9-a9fe-cde802ac7f58,SECURITY_VULN_MGMT,EV-109,Web Application Firewall Event Logs — Security,Supporting,security_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""log_id"": """", ""waf_id"": """", ""protected_endpoint"": """", ""event_type"": """", ""attack_type"": """", ""rule_triggered"": """", ""action_taken"": """", ""request_ip"": """", ""request_uri"": """", ""timestamp"": """", ""severity"": """", ""blocked"": true, ""created_time"": """"}",cd545de5-0565-447b-89ef-f137d2267a70
c46881c7-c358-4776-bd58-294c371b9d6e,POLICY,EV-11,AI Responsible Use Policy — Compliance,Required,policy_catalog,,,,True,2026-03-26 16:40:46,2026-03-27 05:49:22,,"{""policy_id"": """", ""policy_name"": """", ""policy_version"": """", ""policy_status"": """", ""ai_usage_guidelines_defined"": true, ""customer_data_handling_rules_defined"": true, ""ethical_ai_requirements_defined"": true, ""data_privacy_requirements_defined"": true, ""approved_by"": """", ""owner"": """", ""effective_date"": """", ""review_date"": """", ""created_time"": """", ""last_updated_time"": """"}",70b4419c-8544-47be-9f13-bc21356bd897
cf308fc3-dae9-4616-9385-6efdc27c214e,DEVOPS_DEVTOOLS,EV-110,Security Design Review Records — DevOps,Required,devtools_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""review_id"": """", ""feature_id"": """", ""feature_name"": """", ""system_id"": """", ""system_name"": """", ""review_phase"": """", ""review_date"": """", ""reviewed_by"": """", ""security_controls_evaluated"": true, ""issues_identified"": """", ""risk_level"": """", ""approval_status"": """", ""approved"": true, ""created_time"": """", ""last_updated_time"": """"}",6874f3ab-44fc-4b3e-a95e-bd01e03bf933
3ae69663-9e9b-4388-b5fc-d6b25028c99d,POLICY,EV-111,Security Risk Assessment Reports — Compliance,Supporting,policy_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""report_id"": """", ""assessment_id"": """", ""feature_id"": """", ""system_id"": """", ""assessment_scope"": """", ""assessment_date"": """", ""risks_identified"": """", ""risk_levels"": """", ""impact_analysis"": """", ""mitigation_recommendations"": """", ""approved_by"": """", ""created_time"": """", ""last_updated_time"": """"}",70b4419c-8544-47be-9f13-bc21356bd897
d7bf1cf8-49b8-420a-88dd-47d11ead916b,POLICY,EV-112,Human Resources Security Policy — Compliance,Supporting,policy_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""policy_id"": """", ""policy_name"": """", ""policy_version"": """", ""policy_status"": """", ""background_check_requirements_defined"": true, ""employee_screening_requirements_defined"": true, ""contractor_screening_requirements_defined"": true, ""pre_employment_verification_required"": true, ""approved_by"": """", ""owner"": """", ""effective_date"": """", ""review_date"": """", ""created_time"": """", ""last_updated_time"": """"}",70b4419c-8544-47be-9f13-bc21356bd897
ef2e9bc3-b38a-4d86-bdda-938f15ea3c27,HRMS_GRC,EV-113,Employee Background Verification Records — HR,Required,hrms_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""record_id"": """", ""employee_id"": """", ""employee_name"": """", ""employment_type"": """", ""background_check_required"": true, ""background_check_completed"": true, ""verification_status"": """", ""verification_type"": """", ""verification_provider"": """", ""verification_date"": """", ""result"": """", ""cleared_for_hire"": true, ""created_time"": """", ""last_updated_time"": """"}",465c7082-4a36-4567-b535-e6fe16994eec
0ad3fc71-f327-480e-b961-ef964781c5a4,HRMS_GRC,EV-114,Contractor Background Verification Records — HR,Supporting,hrms_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""record_id"": """", ""contractor_id"": """", ""contractor_name"": """", ""engagement_type"": """", ""background_check_required"": true, ""background_check_completed"": true, ""verification_status"": """", ""verification_type"": """", ""verification_provider"": """", ""verification_date"": """", ""result"": """", ""approved_for_engagement"": true, ""created_time"": """", ""last_updated_time"": """"}",465c7082-4a36-4567-b535-e6fe16994eec
d6e4aee9-1183-43c9-97f7-7498b4d5e17a,CLOUD_INFRA,EV-115,Vendor Inventory Register — Cloud,Required,Stakflo,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""vendor_id"": """", ""vendor_name"": """", ""service_description"": """", ""vendor_type"": """", ""business_owner"": """", ""technical_owner"": """", ""engagement_status"": """", ""contract_start_date"": """", ""contract_end_date"": """", ""data_access"": """", ""in_inventory"": true, ""created_time"": """", ""last_updated_time"": """"}",1721b991-e491-4953-b2bb-ca35d815024f
67d525a6-7013-4d8a-aa46-003bb6efbd6e,CLOUD_INFRA,EV-116,Vendor Data Classification Records — Cloud,Required,Stakflo,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""classification_id"": """", ""vendor_id"": """", ""vendor_name"": """", ""data_type"": """", ""data_classification"": """", ""data_processing_scope"": """", ""sensitivity_level"": """", ""classification_criteria"": """", ""classified_by"": """", ""classification_date"": """", ""review_required"": true, ""classification_status"": """", ""created_time"": """", ""last_updated_time"": """"}",1721b991-e491-4953-b2bb-ca35d815024f
d2d3c5da-441e-49a3-a95e-39b9f3f54f9a,POLICY,EV-117,Employee Handbook — Compliance,Supporting,policy_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""document_id"": """", ""document_name"": """", ""document_version"": """", ""document_status"": """", ""organizational_values_defined"": true, ""behavioral_standards_defined"": true, ""code_of_conduct_included"": true, ""employee_expectations_defined"": true, ""approved_by"": """", ""owner"": """", ""publication_date"": """", ""last_reviewed_date"": """", ""created_time"": """", ""last_updated_time"": """"}",70b4419c-8544-47be-9f13-bc21356bd897
c26e0ad6-e87c-4968-8886-a3f9da4512f5,POLICY,EV-118,Code of Conduct Policy — Compliance,Required,policy_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""policy_id"": """", ""policy_name"": """", ""policy_version"": """", ""policy_status"": """", ""ethical_standards_defined"": true, ""acceptable_behavior_defined"": true, ""compliance_requirements_defined"": true, ""applicable_to_employees"": true, ""applicable_to_contractors"": true, ""approved_by"": """", ""owner"": """", ""effective_date"": """", ""review_date"": """", ""created_time"": """", ""last_updated_time"": """"}",70b4419c-8544-47be-9f13-bc21356bd897
6835822e-848f-4e0d-a5ab-d544b732c512,HRMS_GRC,EV-119,Employee Handbook Acknowledgement Records — HR,Supporting,hrms_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""record_id"": """", ""employee_id"": """", ""employee_name"": """", ""document_id"": """", ""document_name"": """", ""acknowledged"": true, ""acknowledgement_date"": """", ""acknowledgement_version"": """", ""status"": """", ""verified"": true, ""created_time"": """", ""last_updated_time"": """"}",465c7082-4a36-4567-b535-e6fe16994eec
40404a2f-fdcb-41a1-a235-5c9da9548504,POLICY,EV-12,Data Protection Policy — Compliance,Supporting,policy_catalog,,,,False,2026-03-26 16:40:46,2026-03-27 05:49:22,,"{""policy_id"": """", ""policy_name"": """", ""policy_version"": """", ""policy_status"": """", ""data_protection_requirements_defined"": true, ""customer_data_scope_defined"": true, ""data_usage_controls_defined"": true, ""data_retention_rules_defined"": true, ""approved_by"": """", ""owner"": """", ""effective_date"": """", ""review_date"": """", ""created_time"": """", ""last_updated_time"": """"}",70b4419c-8544-47be-9f13-bc21356bd897
4cdd8a7c-bf87-4f21-bcbc-6ccf73015162,DEVOPS_DEVTOOLS,EV-120,Backup Retention Configuration Records — DevOps,Required,devtools_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""configuration_id"": """", ""system_id"": """", ""system_name"": """", ""data_type"": """", ""retention_policy_applied"": true, ""retention_period_days"": 0, ""retention_basis"": """", ""legal_hold_supported"": true, ""auto_deletion_enabled"": true, ""configuration_status"": """", ""last_verified_time"": """", ""created_time"": """", ""last_updated_time"": """", ""owner"": """"}",6874f3ab-44fc-4b3e-a95e-bd01e03bf933
ecf71134-c93c-461a-aa5c-757bf26657e6,HRMS_GRC,EV-121,Employee Disciplinary Action Records — HR,Required,hrms_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""record_id"": """", ""employee_id"": """", ""employee_name"": """", ""violation_type"": """", ""policy_violated"": """", ""incident_date"": """", ""investigation_conducted"": true, ""investigation_details"": """", ""disciplinary_action_taken"": """", ""action_severity"": """", ""approved_by"": """", ""action_date"": """", ""status"": """", ""created_time"": """", ""last_updated_time"": """"}",465c7082-4a36-4567-b535-e6fe16994eec
91d69ed0-f8ec-495e-828a-0a0a87666fe1,SECURITY_VULN_MGMT,EV-122,Dependency Vulnerability Scan Reports — Security,Required,security_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""report_id"": """", ""repository_id"": """", ""application_id"": """", ""scan_id"": """", ""scan_date"": """", ""dependency_name"": """", ""dependency_version"": """", ""vulnerability_id"": """", ""severity"": """", ""cvss_score"": 0, ""total_vulnerabilities"": 0, ""high_priority_vulnerabilities"": 0, ""scan_status"": """", ""tool_name"": """", ""created_time"": """", ""last_updated_time"": """"}",cd545de5-0565-447b-89ef-f137d2267a70
8adcd7e7-f742-4994-92a1-91945c905097,SECURITY_VULN_MGMT,EV-123,Dependency Scan Configuration Records — Security,Supporting,security_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""configuration_id"": """", ""repository_id"": """", ""application_id"": """", ""scan_enabled"": true, ""scan_frequency"": """", ""ci_cd_integration_enabled"": true, ""policy_enforcement_enabled"": true, ""severity_threshold_defined"": true, ""configuration_status"": """", ""last_verified_time"": """", ""created_time"": """", ""last_updated_time"": """", ""owner"": """"}",cd545de5-0565-447b-89ef-f137d2267a70
154fea9a-42ea-4355-91f8-4fade367d74a,SECURITY_VULN_MGMT,EV-124,Intrusion Detection System Configuration Records — Security,Required,security_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""configuration_id"": """", ""ids_id"": """", ""ids_name"": """", ""deployment_type"": """", ""network_scope"": """", ""ids_enabled"": true, ""signature_based_detection_enabled"": true, ""anomaly_detection_enabled"": true, ""alerting_enabled"": true, ""log_collection_enabled"": true, ""configuration_status"": """", ""last_verified_time"": """", ""created_time"": """", ""last_updated_time"": """", ""owner"": """"}",cd545de5-0565-447b-89ef-f137d2267a70
36bfe9cb-974c-4e77-aa47-8b34b8931219,SECURITY_VULN_MGMT,EV-125,Intrusion Detection Alert Logs — Security,Supporting,security_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""log_id"": """", ""alert_id"": """", ""ids_id"": """", ""event_type"": """", ""threat_type"": """", ""severity"": """", ""source_ip"": """", ""destination_ip"": """", ""action_taken"": """", ""timestamp"": """", ""detected"": true, ""created_time"": """"}",cd545de5-0565-447b-89ef-f137d2267a70
94056d58-e455-478d-bf1e-3883b6c0f7a6,IAM_COMPLIANCE,EV-126,SSO Configuration Records — IAM,Required,iam_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""configuration_id"": """", ""identity_provider_id"": """", ""identity_provider_name"": """", ""application_id"": """", ""application_name"": """", ""sso_enabled"": true, ""authentication_protocol"": """", ""mfa_enforced"": true, ""role_mapping_configured"": true, ""user_provisioning_enabled"": true, ""configuration_status"": """", ""last_verified_time"": """", ""created_time"": """", ""last_updated_time"": """", ""owner"": """"}",311fd3a8-255b-4bc8-b6a0-0fe625d81341
77d3854d-b22b-4ba3-9ede-e8b0575906f0,IAM_COMPLIANCE,EV-127,SSO Authentication Logs — IAM,Supporting,iam_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""log_id"": """", ""event_id"": """", ""user_id"": """", ""user_name"": """", ""application_id"": """", ""application_name"": """", ""authentication_method"": """", ""mfa_used"": true, ""login_status"": """", ""source_ip"": """", ""timestamp"": """", ""session_id"": """", ""created_time"": """"}",311fd3a8-255b-4bc8-b6a0-0fe625d81341
03b3aa74-bbd3-4149-b2d2-cb1c1d7611fe,HRMS_GRC,EV-128,Organizational Chart — HR,Required,hrms_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""document_id"": """", ""organization_name"": """", ""version"": """", ""document_status"": """", ""departments_defined"": true, ""reporting_structure_defined"": true, ""executive_roles_identified"": true, ""department_heads_assigned"": true, ""effective_date"": """", ""last_reviewed_date"": """", ""created_time"": """", ""last_updated_time"": """"}",465c7082-4a36-4567-b535-e6fe16994eec
cddcf144-1772-4140-aedd-83917535025b,HRMS_GRC,EV-129,Employee Role and Responsibility Records — HR,Supporting,hrms_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""record_id"": """", ""employee_id"": """", ""employee_name"": """", ""department"": """", ""job_title"": """", ""role_description"": """", ""responsibilities_defined"": true, ""reporting_manager_id"": """", ""reporting_manager_name"": """", ""employment_status"": """", ""effective_date"": """", ""created_time"": """", ""last_updated_time"": """"}",465c7082-4a36-4567-b535-e6fe16994eec
b5a10d70-4a95-43d4-8c3d-835cbd3a751c,ITSM_GRC,EV-13,AI Model Training Data Approval Tickets — ITSM,Supporting,itsm_catalog,,,,False,2026-03-26 16:40:46,2026-03-27 05:49:22,,"{""ticket_id"": """", ""request_id"": """", ""dataset_id"": """", ""dataset_name"": """", ""data_classification"": """", ""contains_customer_data"": true, ""approval_required"": true, ""approval_status"": """", ""approved_by"": """", ""requested_by"": """", ""request_time"": """", ""approval_time"": """", ""review_comments"": """", ""created_time"": """", ""last_updated_time"": """"}",cd4015e2-8a3f-4f54-a3ee-9dfddb048f84
cefe00fc-8f37-4f1b-987e-96f40e5a1333,HRMS_GRC,EV-130,Employee Confidentiality Agreement Records — HR,Required,hrms_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""record_id"": """", ""employee_id"": """", ""employee_name"": """", ""agreement_id"": """", ""agreement_version"": """", ""signed"": true, ""signature_date"": """", ""effective_date"": """", ""access_granted_after_signing"": true, ""document_status"": """", ""verified"": true, ""created_time"": """", ""last_updated_time"": """"}",465c7082-4a36-4567-b535-e6fe16994eec
e06cff11-3b1f-48e2-ba44-1c5a56603fd8,HRMS_GRC,EV-131,Contractor Confidentiality Agreement Records — HR,Supporting,hrms_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""record_id"": """", ""contractor_id"": """", ""contractor_name"": """", ""agreement_id"": """", ""agreement_version"": """", ""signed"": true, ""signature_date"": """", ""effective_date"": """", ""access_granted_after_signing"": true, ""document_status"": """", ""verified"": true, ""created_time"": """", ""last_updated_time"": """"}",465c7082-4a36-4567-b535-e6fe16994eec
7d553c34-3dfc-4caa-8f94-0bfa0bbd40a6,POLICY,EV-132,Encryption Policy — Compliance,Required,policy_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""policy_id"": """", ""policy_name"": """", ""policy_version"": """", ""policy_status"": """", ""encryption_requirements_defined"": true, ""approved_algorithms_defined"": true, ""key_management_requirements_defined"": true, ""data_protection_scope_defined"": true, ""approved_by"": """", ""owner"": """", ""effective_date"": """", ""review_date"": """", ""created_time"": """", ""last_updated_time"": """"}",70b4419c-8544-47be-9f13-bc21356bd897
3a9522b4-ce80-4b6c-abf1-d957636782a9,POLICY,EV-133,Cryptographic Standards Document — Compliance,Supporting,policy_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""document_id"": """", ""document_name"": """", ""document_version"": """", ""document_status"": """", ""approved_algorithms"": """", ""approved_protocols"": """", ""key_lengths_defined"": true, ""configuration_standards_defined"": true, ""deprecated_algorithms_listed"": true, ""approved_by"": """", ""owner"": """", ""publication_date"": """", ""last_reviewed_date"": """", ""created_time"": """", ""last_updated_time"": """"}",70b4419c-8544-47be-9f13-bc21356bd897
41aa2988-cbb8-473e-99b6-144e16879557,POLICY,EV-134,Human Resources Policy — Compliance,Required,policy_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""policy_id"": """", ""policy_name"": """", ""policy_version"": """", ""policy_status"": """", ""performance_review_requirements_defined"": true, ""self_review_process_defined"": true, ""manager_review_process_defined"": true, ""probation_review_requirements_defined"": true, ""review_frequency_defined"": true, ""approved_by"": """", ""owner"": """", ""effective_date"": """", ""review_date"": """", ""created_time"": """", ""last_updated_time"": """"}",70b4419c-8544-47be-9f13-bc21356bd897
a4cad3f4-ad38-44cb-b612-33df17d57776,POLICY,EV-135,Employee Performance Review Procedure — Compliance,Required,policy_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""procedure_id"": """", ""procedure_name"": """", ""procedure_version"": """", ""procedure_status"": """", ""self_review_defined"": true, ""manager_evaluation_defined"": true, ""review_cycle_defined"": true, ""evaluation_criteria_defined"": true, ""documentation_requirements_defined"": true, ""approved_by"": """", ""owner"": """", ""effective_date"": """", ""last_reviewed_date"": """", ""created_time"": """", ""last_updated_time"": """"}",70b4419c-8544-47be-9f13-bc21356bd897
839b801a-f5bb-40da-975c-afc8030a67f3,HRMS_GRC,EV-136,Employee Performance Review Records — HR,Supporting,hrms_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""record_id"": """", ""employee_id"": """", ""employee_name"": """", ""review_cycle"": """", ""self_review_completed"": true, ""manager_review_completed"": true, ""review_date"": """", ""performance_rating"": """", ""feedback_provided"": true, ""review_status"": """", ""created_time"": """", ""last_updated_time"": """"}",465c7082-4a36-4567-b535-e6fe16994eec
6570630f-9542-4ca6-9d07-6bd367f393d0,HRMS_GRC,EV-137,Employee Probation Review Records — HR,Supporting,hrms_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""record_id"": """", ""employee_id"": """", ""employee_name"": """", ""hire_date"": """", ""probation_review_required"": true, ""probation_review_completed"": true, ""review_date"": """", ""evaluation_result"": """", ""manager_id"": """", ""review_status"": """", ""created_time"": """", ""last_updated_time"": """"}",465c7082-4a36-4567-b535-e6fe16994eec
a55abe8c-b475-433c-b1a0-21e46312ca74,SECURITY_VULN_MGMT,EV-138,Patch Deployment Records — Security,Required,security_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""deployment_id"": """", ""system_id"": """", ""system_name"": """", ""asset_id"": """", ""patch_id"": """", ""patch_name"": """", ""patch_version"": """", ""patch_severity"": """", ""deployment_status"": """", ""deployment_time"": """", ""applied"": true, ""reboot_required"": true, ""verified"": true, ""created_time"": """", ""last_updated_time"": """"}",cd545de5-0565-447b-89ef-f137d2267a70
16db0a3e-a030-4dbc-bb5c-d4bad7ead762,SECURITY_VULN_MGMT,EV-139,Vulnerability Scan Reports — Security,Supporting,security_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""report_id"": """", ""system_id"": """", ""system_name"": """", ""scan_id"": """", ""scan_date"": """", ""missing_patches_identified"": true, ""vulnerabilities_identified"": """", ""severity_levels"": """", ""scan_status"": """", ""tool_name"": """", ""created_time"": """", ""last_updated_time"": """"}",cd545de5-0565-447b-89ef-f137d2267a70
79b069f5-37c8-4710-91eb-28ad7cdca6a2,SECURITY_VULN_MGMT,EV-14,AI Training Dataset Access Logs — Security,Supporting,security_catalog,,,,False,2026-03-26 16:40:46,2026-03-27 05:49:22,,"{""log_id"": """", ""dataset_id"": """", ""dataset_name"": """", ""user_id"": """", ""user_role"": """", ""access_type"": """", ""access_granted"": true, ""access_time"": """", ""source_ip"": """", ""access_purpose"": """", ""anomaly_detected"": true, ""created_time"": """"}",cd545de5-0565-447b-89ef-f137d2267a70
6ef8ea76-d3db-42f6-b684-f6e01c8461cb,HRMS_GRC,EV-140,Employee Policy Acknowledgement Records — HR,Required,hrms_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""record_id"": """", ""employee_id"": """", ""employee_name"": """", ""policy_id"": """", ""policy_name"": """", ""policy_version"": """", ""acknowledged"": true, ""acknowledgement_date"": """", ""acknowledgement_method"": """", ""mandatory"": true, ""status"": """", ""verified"": true, ""created_time"": """", ""last_updated_time"": """"}",465c7082-4a36-4567-b535-e6fe16994eec
6804d27a-72c8-432b-a3ad-b075c24aad9c,MANUAL_EVIDENCE,EV-141,Penetration Test Reports — Compliance,Required,manual_evidence_catalog,,,,True,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""report_id"": """", ""vendor_name"": """", ""test_scope"": """", ""environment"": """", ""test_start_date"": """", ""test_end_date"": """", ""methodology_used"": """", ""vulnerabilities_identified"": """", ""critical_vulnerabilities"": 0, ""high_vulnerabilities"": 0, ""medium_vulnerabilities"": 0, ""low_vulnerabilities"": 0, ""overall_risk_rating"": """", ""report_date"": """", ""validated"": true, ""created_time"": """", ""last_updated_time"": """"}",70b4419c-8544-47be-9f13-bc21356bd897
89a3efa5-258c-40a0-87f9-0858bc44b60a,SECURITY_VULN_MGMT,EV-142,Vulnerability Remediation Reports — Security,Supporting,security_catalog,,,,False,2026-03-26 16:40:47,2026-03-27 05:49:22,,"{""report_id"": """", ""vulnerability_id"": """", ""severity"": """", ""status"": """", ""prioritization"": """", ""remediation_progress"": """", ""due_date"": """", ""resolution_date"": """", ""validated"": true, ""created_time"": """", ""last_updated_time"": """"}",cd545de5-0565-447b-89ef-f137d2267a70
